Identifier,totalProfitPercent,7dUSDProfit,30dUSDProfit,winrate_7d,winrate_30d,tags,directLink
wXJHCckwjoPvM9JnsMAJYPM9tTJYtzwXQCkWkFAqLwr,2.91%,"$1,401.72","$4,324.33",30.39%,33.07%,[],https://gmgn.ai/sol/address/wXJHCckwjoPvM9JnsMAJYPM9tTJYtzwXQCkWkFAqLwr
HvHwhtzegTKRnSpnC5YWH8wh2kvfE4KJ3awLYBRzAqZE,-0.09%,$-821.23,$-42.85,30.86%,28.33%,[],https://gmgn.ai/sol/address/HvHwhtzegTKRnSpnC5YWH8wh2kvfE4KJ3awLYBRzAqZE
wv68DwfsBQDgQvLuePRLCTjbQ56iK4YP5mq3nNoFtkM,-15.25%,"$-3,846.92","$-13,522.59",?,?,[],https://gmgn.ai/sol/address/wv68DwfsBQDgQvLuePRLCTjbQ56iK4YP5mq3nNoFtkM
FaRkLBsHvk3s6FwtMA9SprvHU2s1cVRGUuBTZM8LSGJS,-4.38%,$-423.29,$-764.45,41.18%,49.80%,[],https://gmgn.ai/sol/address/FaRkLBsHvk3s6FwtMA9SprvHU2s1cVRGUuBTZM8LSGJS
HrjvAsADsP67ZDtdzJFctXJ2UYxSWNiALR6qPQdFbRuf,9.67%,"$3,035.20","$9,053.14",65.31%,52.77%,[],https://gmgn.ai/sol/address/HrjvAsADsP67ZDtdzJFctXJ2UYxSWNiALR6qPQdFbRuf
Gu2okE2L49e6MfVdUyx6CbqGAKKLyWdFXpECgH2Qz19L,24.68%,"$10,779.79","$10,779.79",18.60%,18.60%,[],https://gmgn.ai/sol/address/Gu2okE2L49e6MfVdUyx6CbqGAKKLyWdFXpECgH2Qz19L
GRiKNMoXtG1rtX1HHEkVwUxtV2PUJdaVv3NxpZ1C3g4M,-15.74%,"$-4,313.69","$-4,313.69",32.84%,32.84%,[],https://gmgn.ai/sol/address/GRiKNMoXtG1rtX1HHEkVwUxtV2PUJdaVv3NxpZ1C3g4M
HzYgRfLmh3EpSrqc8dc6WgQCpnPHrNEzx78PNMZrn5mo,-4.16%,"$-1,752.32","$-38,945.36",?,?,[],https://gmgn.ai/sol/address/HzYgRfLmh3EpSrqc8dc6WgQCpnPHrNEzx78PNMZrn5mo
HdPdw4rFNGMhUo3KFc7yyuKTfpcPYPnXZKc7w3b4kwic,-2.10%,$72.52,$-77.32,?,?,[],https://gmgn.ai/sol/address/HdPdw4rFNGMhUo3KFc7yyuKTfpcPYPnXZKc7w3b4kwic
H1RzgQhep7bxKgqiBTd2kdyPJQ5wbiGN7BqUMGFNqg2W,27.59%,$135.98,"$4,348.32",48.39%,53.33%,[],https://gmgn.ai/sol/address/H1RzgQhep7bxKgqiBTd2kdyPJQ5wbiGN7BqUMGFNqg2W
GvfMDUdumNPY5sfZVXPuD5eTXFHMot3VB4Sr9tTuB8ZD,6.78%,$47.19,"$2,746.84",40.05%,16.30%,[],https://gmgn.ai/sol/address/GvfMDUdumNPY5sfZVXPuD5eTXFHMot3VB4Sr9tTuB8ZD
DbT9xdKUD7jghNDmvhfmiCxenhusbAMzR5PKdx2qk4Cx,11.12%,"$12,012.80","$41,510.49",50.48%,45.97%,[],https://gmgn.ai/sol/address/DbT9xdKUD7jghNDmvhfmiCxenhusbAMzR5PKdx2qk4Cx
FrKkBp3UbtCdJCRJ9k7cruEA32UihvJxBhGFSDuJBz7k,-13.14%,"$-1,955.58","$-6,601.30",?,?,[],https://gmgn.ai/sol/address/FrKkBp3UbtCdJCRJ9k7cruEA32UihvJxBhGFSDuJBz7k
GvpCLExUMXSWuvHvS5ZGgabLYvDd88ezoko7sSeetDot,-10.22%,"$-4,529.72","$-20,207.64",31.30%,31.11%,[],https://gmgn.ai/sol/address/GvpCLExUMXSWuvHvS5ZGgabLYvDd88ezoko7sSeetDot
6cS1Pq4fNDhPFHwUfxyyujDkFhqTpZ2uGS3o5JfyGv2s,-27.04%,$12.68,$23.89,44.44%,50.00%,[],https://gmgn.ai/sol/address/6cS1Pq4fNDhPFHwUfxyyujDkFhqTpZ2uGS3o5JfyGv2s
J1YpUnsC85hUPaA6yJVsTPcVfnBA6Y51iaJ9J3faTBMX,-17.38%,"$-2,113.45","$-11,263.80",?,?,[],https://gmgn.ai/sol/address/J1YpUnsC85hUPaA6yJVsTPcVfnBA6Y51iaJ9J3faTBMX
HfcKNq3i2fpd3Y2rWykDhF9bveiDgFvsYZVGATtbv1QL,22.83%,"$-2,592.58",$-70.92,22.22%,35.01%,[],https://gmgn.ai/sol/address/HfcKNq3i2fpd3Y2rWykDhF9bveiDgFvsYZVGATtbv1QL
DcSADK6LD4fqKy3WsMEjn6F6ot1EJMbaF1Pi32NrE3iC,4.79%,$106.47,"$1,809.63",?,?,[],https://gmgn.ai/sol/address/DcSADK6LD4fqKy3WsMEjn6F6ot1EJMbaF1Pi32NrE3iC
DepkktFF3dx3tvXXNButWYCWCSGEzLqGcCbvMR1udsyq,519.07%,$235.40,$235.40,?,?,[],https://gmgn.ai/sol/address/DepkktFF3dx3tvXXNButWYCWCSGEzLqGcCbvMR1udsyq
FAsq1WfZ7zayvC5R2WgikpK4g7DeAoNJe1L6F4YsumTG,6.99%,"$1,785.82","$2,163.32",62.67%,62.30%,[],https://gmgn.ai/sol/address/FAsq1WfZ7zayvC5R2WgikpK4g7DeAoNJe1L6F4YsumTG
6PDxgHoDWXAA7ikQGhW92xHdgH1kwNbnyNJE1seRUWJL,-6.53%,"$-2,072.43","$-7,145.34",23.53%,25.39%,[],https://gmgn.ai/sol/address/6PDxgHoDWXAA7ikQGhW92xHdgH1kwNbnyNJE1seRUWJL
FxUweaZLpmoF9BmgokLpYKF7q2mjXjZoXFWycHRiXjLK,-13.18%,"$-15,096.59","$-45,236.21",?,?,[],https://gmgn.ai/sol/address/FxUweaZLpmoF9BmgokLpYKF7q2mjXjZoXFWycHRiXjLK
FtcBAZTttxaCGUTyWmvMm5fvvDRrawo2GrN8wYCnZY1f,1.50%,$234.06,"$1,955.24",?,?,[],https://gmgn.ai/sol/address/FtcBAZTttxaCGUTyWmvMm5fvvDRrawo2GrN8wYCnZY1f
6pmRFYKBbVnryZdcmHK2ttq5syUe4GMuRrC8ca9Egdnj,7.05%,$173.56,$119.31,23.21%,25.00%,[],https://gmgn.ai/sol/address/6pmRFYKBbVnryZdcmHK2ttq5syUe4GMuRrC8ca9Egdnj
H6Nv3rv5ZTsCEDdgUSpgkpeMxxpytSLX5fBMrjJCY3Mq,-10.21%,"$-1,101.75","$-1,101.75",43.90%,43.90%,['fresh_wallet'],https://gmgn.ai/sol/address/H6Nv3rv5ZTsCEDdgUSpgkpeMxxpytSLX5fBMrjJCY3Mq
GbmxzwgSCF2FQNJNuyYSKuVSnSabv2MCpEPJKg2XA1dr,14.21%,$-173.29,$-173.29,34.00%,34.00%,['fresh_wallet'],https://gmgn.ai/sol/address/GbmxzwgSCF2FQNJNuyYSKuVSnSabv2MCpEPJKg2XA1dr
EYnfutxfi7anp2hLPwNYZxPDokMbj7oLaFyGr8JeHhML,2.18%,$644.23,$644.23,?,?,[],https://gmgn.ai/sol/address/EYnfutxfi7anp2hLPwNYZxPDokMbj7oLaFyGr8JeHhML
EaXKQT47HiTKa9U42E1G9zHEupzfdVUVLUBuxpcbwt2Y,0.34%,$-482.63,"$-1,212.86",?,?,[],https://gmgn.ai/sol/address/EaXKQT47HiTKa9U42E1G9zHEupzfdVUVLUBuxpcbwt2Y
HuwLeDSpV8PPfig9usvkBP2GPCqLzo9rcCPdVp1dvu8C,15.33%,"$1,748.80","$9,353.79",25.71%,35.51%,[],https://gmgn.ai/sol/address/HuwLeDSpV8PPfig9usvkBP2GPCqLzo9rcCPdVp1dvu8C
DPe3WHyebypaX3BbrrgdHkSJGgbdYmMRnqztMPXYXM2W,5.34%,"$1,587.78","$5,800.55",38.07%,36.13%,[],https://gmgn.ai/sol/address/DPe3WHyebypaX3BbrrgdHkSJGgbdYmMRnqztMPXYXM2W
D8Un2AKYrscQ2EASqqVz73aQSsvEtxVp5KtQPJVBiMrf,-10.46%,$-725.39,"$-1,969.45",?,?,[],https://gmgn.ai/sol/address/D8Un2AKYrscQ2EASqqVz73aQSsvEtxVp5KtQPJVBiMrf
DcrVHkdQEaJMXggEnWpve6L5HAYMtvFhBeBoDiS74i1Q,-9.03%,$-44.15,$-44.15,?,?,[],https://gmgn.ai/sol/address/DcrVHkdQEaJMXggEnWpve6L5HAYMtvFhBeBoDiS74i1Q
CybDWKCL74tP658zpHfUYyRoiUJgvYseS8x3j2Fqdy3T,1.20%,$-869.90,"$-1,492.06",?,?,[],https://gmgn.ai/sol/address/CybDWKCL74tP658zpHfUYyRoiUJgvYseS8x3j2Fqdy3T
tDhAa8FJrg2jf1io8sudMszVfcHBpjjVCHv8ThKpkE4,1.79%,"$1,081.02",$951.88,50.41%,43.33%,[],https://gmgn.ai/sol/address/tDhAa8FJrg2jf1io8sudMszVfcHBpjjVCHv8ThKpkE4
f4FmcovpmcmsMkWoNuR8axDL8inWPsfnjmEZ7v6G2rn,13.00%,"$3,617.07","$4,081.04",?,?,[],https://gmgn.ai/sol/address/f4FmcovpmcmsMkWoNuR8axDL8inWPsfnjmEZ7v6G2rn
6qVFRsQd26wyVezchtH1fdtvYFYfLWE8CjvUJEQAL3q6,-3.97%,"$-2,584.00","$-5,185.22",?,?,[],https://gmgn.ai/sol/address/6qVFRsQd26wyVezchtH1fdtvYFYfLWE8CjvUJEQAL3q6
DfhbabreNsifkLMz8gaKTWp7kVooqFJdNruDEunzdeQ7,-24.04%,"$-19,118.56","$-22,027.72",31.03%,30.30%,[],https://gmgn.ai/sol/address/DfhbabreNsifkLMz8gaKTWp7kVooqFJdNruDEunzdeQ7
FfJYPGtV2U53XUSqhr1oncGKnnJj23cqdZ4FGENL4HFi,18.05%,"$2,983.34","$6,635.23",?,?,[],https://gmgn.ai/sol/address/FfJYPGtV2U53XUSqhr1oncGKnnJj23cqdZ4FGENL4HFi
GSxzV7BiSa5TLZxdz5UsTcAiEX43a1rNRDhz86NBxgJK,6.44%,"$9,349.32","$-5,883.51",32.69%,22.12%,[],https://gmgn.ai/sol/address/GSxzV7BiSa5TLZxdz5UsTcAiEX43a1rNRDhz86NBxgJK
DreqwL6A5H15KyskSvEBJEKsUfgg9CVaw5f49APrkhtn,-2.26%,$-24.46,$-353.71,20.00%,23.81%,[],https://gmgn.ai/sol/address/DreqwL6A5H15KyskSvEBJEKsUfgg9CVaw5f49APrkhtn
Fc719KgEtGsfq2gRG6RJd43qiyXrkuJzNPZPsYLUt4mZ,2.75%,"$3,420.11","$8,644.19",52.82%,51.62%,[],https://gmgn.ai/sol/address/Fc719KgEtGsfq2gRG6RJd43qiyXrkuJzNPZPsYLUt4mZ
GJFQ8Dd2mSkXoemdL6mkkSwf97S1H9yaYX5PR9RYu6Uk,-14.55%,$-45.82,$-45.82,34.48%,34.48%,[],https://gmgn.ai/sol/address/GJFQ8Dd2mSkXoemdL6mkkSwf97S1H9yaYX5PR9RYu6Uk
5q7Xwc2T57sK1DKU6zuwVXvMPsxqB2xrJ3T5AonFYtcY,197.53%,"$13,008.91","$143,689.67",72.00%,78.76%,[],https://gmgn.ai/sol/address/5q7Xwc2T57sK1DKU6zuwVXvMPsxqB2xrJ3T5AonFYtcY
6Eu5ms6QrQK2iRYsJHgXeyiYKawF7yT2N5DBhLjzYyRB,7.19%,$-367.82,"$38,822.06",49.43%,49.95%,[],https://gmgn.ai/sol/address/6Eu5ms6QrQK2iRYsJHgXeyiYKawF7yT2N5DBhLjzYyRB
6341hhbD5TMBKa87LhCTRo953jQY8WAuYV8XawLgBudg,12.23%,$253.30,"$2,184.10",91.67%,75.56%,[],https://gmgn.ai/sol/address/6341hhbD5TMBKa87LhCTRo953jQY8WAuYV8XawLgBudg
5rohhrd1dZcMCuULkUqwxZ7jkiujdef2dNs7UKgnZc2j,17.19%,"$1,549.80","$1,549.80",?,?,[],https://gmgn.ai/sol/address/5rohhrd1dZcMCuULkUqwxZ7jkiujdef2dNs7UKgnZc2j
6V9qwj2d9DFnesL2eR4XCR4fsMyA3KTPCrkYG6mwP4A9,12.68%,$2.78,$-4.74,?,?,[],https://gmgn.ai/sol/address/6V9qwj2d9DFnesL2eR4XCR4fsMyA3KTPCrkYG6mwP4A9
5rqNUSnMryEWsrWNw3njd2Uwes6ZN3VQYpw3hFKdY86V,29.70%,$-326.07,$-326.07,?,?,[],https://gmgn.ai/sol/address/5rqNUSnMryEWsrWNw3njd2Uwes6ZN3VQYpw3hFKdY86V
5uqYC9RSzq2qxMmnbJ8zf2pkuev2uBDqEJqLQgN7xVRA,-0.34%,"$-1,588.24","$-2,610.08",?,?,[],https://gmgn.ai/sol/address/5uqYC9RSzq2qxMmnbJ8zf2pkuev2uBDqEJqLQgN7xVRA
6ccydEM5havsh4UXijXxrcdeHJYaUR86W2rj1KB1uDgn,23.70%,"$4,081.84","$38,599.12",32.00%,34.48%,[],https://gmgn.ai/sol/address/6ccydEM5havsh4UXijXxrcdeHJYaUR86W2rj1KB1uDgn
6PrjVRto7uNvNAWivjYWPy7Mi5K8enDfDpneowNkJmbw,-5.07%,$-15.96,$-15.96,?,?,[],https://gmgn.ai/sol/address/6PrjVRto7uNvNAWivjYWPy7Mi5K8enDfDpneowNkJmbw
5vFXfSUbK8zqxF9M1gTBbdGcXiAAvQJD6XBRnS8HdiBC,-5.66%,"$-1,480.62",$-439.61,?,?,[],https://gmgn.ai/sol/address/5vFXfSUbK8zqxF9M1gTBbdGcXiAAvQJD6XBRnS8HdiBC
5sz7ZFscbSrKHrNcJzaWYnPmKCpYEGMREEvKQgigdx7E,-5.32%,$4.68,$4.68,?,?,[],https://gmgn.ai/sol/address/5sz7ZFscbSrKHrNcJzaWYnPmKCpYEGMREEvKQgigdx7E
